tanggal_cuaca,suhu,kelembaban,kecepatan_angin,curah_hujan,radiasi_matahari
2021-06-23,24.947914,92.14676,11.090103,5.9999995,9.18
2021-06-24,26.656248,81.94932,10.44,2.5,17.46
2021-06-25,26.504168,85.05089,11.720751,5.6,15.17
2021-06-26,26.025,87.77634,10.137692,5.5,16.12
2021-06-27,26.185415,86.32278,7.7879906,1.3000002,15.34
2021-06-28,26.027084,88.03127,10.041354,9.1,15.26
2021-06-29,25.977083,88.35166,9.585739,8.9000025,15.37
2021-06-30,25.637499,88.69204,10.630672,5.7999997,11.17
2021-07-01,27.18542,79.898384,18.94024,0.0,18.14
2021-07-02,27.081253,80.6851,9.107359,0.0,19.4
2021-07-03,27.387499,77.74638,10.1376915,0.1,19.5
2021-07-04,27.152084,79.230446,9.746631,1.6000001,18.63
2021-07-05,27.189583,76.2291,12.43434,0.70000005,19.85
2021-07-06,26.987501,74.421135,7.628263,0.1,16.56
2021-07-07,27.247917,71.4958,11.304229,0.0,19.63
2021-07-08,27.656252,74.15841,9.885262,0.7,16.26
2021-07-09,27.393747,82.806595,12.496718,5.799999,16.45
2021-07-10,27.043753,85.81927,17.22742,5.399999,16.42
2021-07-11,27.29167,77.31004,13.32,0.5,19.33
2021-07-12,26.289583,80.66579,12.313893,0.2,14.19
2021-07-13,26.066668,80.1674,12.144331,0.1,8.27
2021-07-14,26.733332,77.422615,12.0694,0.0,19.04
2021-07-15,27.377083,73.59927,13.608762,0.1,19.97
2021-07-16,27.697916,70.968056,12.904882,0.0,19.72
2021-07-17,27.24375,74.827774,13.910169,0.0,21.2
2021-07-18,27.083336,80.80923,10.24578,2.6999998,17.74
2021-07-19,26.854162,83.802666,11.720751,2.1999998,16.8
2021-07-20,26.90833,81.74511,9.504273,2.4999998,16.16
2021-07-21,26.937502,82.25385,9.726665,0.3,10.0
2021-07-22,26.295832,86.09045,9.693296,12.800003,17.15
2021-07-23,26.18125,86.46166,9.36,2.8999996,17.11
2021-07-24,26.547918,79.0711,14.264361,0.0,21.75
2021-07-25,26.727083,74.978645,10.1887,0.0,20.68
2021-07-26,26.360418,68.897316,12.783802,0.0,22.33
2021-07-27,26.606247,70.669624,13.797913,0.0,21.88
2021-07-28,27.647917,71.453804,14.05845,0.0,21.14
2021-07-29,27.852083,73.088234,13.039754,0.1,20.32
2021-07-30,27.162504,80.135895,8.350138,3.3,16.6
2021-07-31,26.943748,79.71773,10.8955765,2.8000002,18.65
2021-08-01,26.80417,82.14347,9.346143,3.5999997,17.34
2021-08-02,27.454168,76.92263,10.931203,1.1,18.85
2021-08-03,27.443748,75.471596,12.641076,1.6000003,19.41
2021-08-04,26.577085,84.12358,9.422101,7.2,16.41
2021-08-05,27.625,72.33372,15.1884165,0.6,20.15
2021-08-06,27.760416,75.292046,16.62249,1.2,17.85
2021-08-07,27.814585,78.54545,12.10157,1.1,19.38
2021-08-08,27.627083,79.37453,14.044615,3.7000003,16.87
2021-08-09,26.550001,83.152504,9.904906,58.999996,14.25
2021-08-10,27.039583,76.86906,14.618837,0.0,21.4
2021-08-11,27.006248,73.83535,10.8955765,0.0,21.98
2021-08-12,26.4,78.46576,12.55879,0.90000004,12.91
2021-08-13,27.19792,77.82479,11.988594,1.9000002,20.26
2021-08-14,27.747917,72.59125,17.731598,0.3,21.4
2021-08-15,27.55625,72.85701,13.32,0.3,20.35
2021-08-16,27.4375,77.27386,11.966953,0.6,19.7
2021-08-17,26.960417,78.10598,10.464797,1.9000001,18.83
2021-08-18,26.245836,81.9812,9.422101,3.7,15.7
2021-08-19,26.84583,78.94828,14.081478,1.2,20.21
2021-08-20,26.26042,82.996315,14.759999,6.2,16.98
2021-08-21,27.060415,80.02549,14.578888,0.6,18.9
2021-08-22,27.08542,81.804695,9.793058,0.70000005,19.26
2021-08-23,27.335417,77.21839,10.1376915,0.90000004,19.8
2021-08-24,27.362501,73.67433,10.041354,0.1,21.56
2021-08-25,27.291666,70.88476,15.484185,0.0,22.19
2021-08-26,27.564585,70.452225,14.044615,0.0,22.94
2021-08-27,27.714582,68.11713,14.081478,0.0,21.24
2021-08-28,26.475,79.477,13.049689,6.0,14.29
2021-08-29,27.55208,78.276215,12.979984,2.4,20.03
2021-08-30,27.216667,83.35128,10.636766,4.5,18.2
2021-08-31,27.299997,78.34875,14.561099,1.2,21.16
2021-09-01,27.475,75.17573,9.346143,1.3000001,20.14
2021-09-02,27.40625,74.4534,13.493999,0.2,17.08
2021-09-03,27.872917,70.51296,13.004921,0.2,22.29
2021-09-04,27.98542,72.55497,17.462784,0.2,20.2
2021-09-05,27.06875,82.39473,12.605142,22.400002,16.43
2021-09-06,26.233335,86.96473,10.805999,16.300001,16.05
2021-09-07,26.629166,83.01035,8.350138,2.8999999,21.0
2021-09-08,26.970833,75.70691,8.647496,0.0,23.27
2021-09-09,27.172913,70.18679,12.9249525,0.0,24.13
2021-09-10,27.602083,75.41735,11.966953,0.0,19.94
2021-09-11,26.768753,86.17745,8.209263,18.699999,14.19
2021-09-12,27.145834,82.40756,16.75064,9.9,19.95
2021-09-13,24.641668,93.08432,10.233123,29.599998,6.02
2021-09-14,26.50625,84.11909,9.255571,1.5000001,15.76
2021-09-15,27.525,79.8974,12.984975,0.8000001,22.63
2021-09-16,27.708336,79.98846,11.988594,2.7,23.16
2021-09-17,28.143751,74.154884,12.224107,0.3,22.61
2021-09-18,27.508333,76.553505,10.365251,3.0,21.38
2021-09-19,27.418749,76.41496,8.089993,1.5000001,20.52
2021-09-20,26.906248,81.27601,13.708391,8.4,20.71
2021-09-21,27.264582,79.86288,10.182337,2.1,21.58
2021-09-22,27.616669,77.999306,12.261158,6.1,21.15
2021-09-23,28.383333,74.847115,17.072504,2.1999998,21.81
2021-09-24,27.735418,80.43699,11.183201,2.5,21.56
2021-09-25,27.447914,83.11604,12.074766,9.799999,20.88
2021-09-26,26.822914,84.430855,12.783802,8.1,20.34
2021-09-27,27.262499,81.43579,8.707238,5.1999993,20.56
2021-09-28,27.34583,82.60684,7.2805495,2.3999999,20.34
2021-09-29,27.420832,80.48412,10.105681,3.7000003,22.22
2021-09-30,27.420832,80.38,11.901798,0.4,17.43
2021-10-01,27.25208,82.94552,11.841756,3.9999998,19.97
2021-10-02,26.975006,81.123405,8.825508,1.2,21.65
2021-10-03,27.535418,78.7205,10.041354,3.0,21.03
2021-10-04,27.639582,75.90011,12.864649,0.0,23.62
2021-10-05,27.20208,76.997246,9.290511,2.5,20.48
2021-10-06,27.393751,74.97085,12.24,0.2,21.33
2021-10-07,27.385416,75.301125,9.36,0.4,20.58
2021-10-08,28.189583,74.88154,13.202726,0.6,23.12
2021-10-09,28.170835,74.86097,11.542478,2.3000002,21.01
2021-10-10,28.179169,72.44986,11.923557,1.2,20.48
2021-10-11,28.589586,71.76787,11.792404,0.4,22.14
2021-10-12,28.460417,70.11284,14.587776,0.2,24.07
2021-10-13,28.518753,72.70288,12.429127,1.9000001,21.87
2021-10-14,28.114588,76.33065,10.483357,3.3,21.86
2021-10-15,27.754164,77.105064,12.245293,8.4,23.08
2021-10-16,27.116669,83.96769,12.605142,14.500001,22.18
2021-10-17,25.510416,87.562935,10.853866,24.000004,13.78
2021-10-18,26.88958,81.565544,11.620809,7.3,21.06
2021-10-19,26.950003,82.17927,10.440001,2.9,17.55
2021-10-20,26.429167,85.689026,13.849477,17.599998,18.65
2021-10-21,26.043747,86.03707,10.182337,12.400001,20.72
2021-10-22,26.922915,80.92049,12.313894,2.8,19.95
2021-10-23,27.449999,80.43171,11.901798,1.6,23.08
2021-10-24,27.212503,82.550835,11.525623,11.200001,22.09
2021-10-25,27.039581,81.041214,11.928989,2.4,22.76
2021-10-26,26.168747,86.38321,8.854829,14.500001,14.81
2021-10-27,26.31458,86.011604,13.5515,8.800001,16.85
2021-10-28,27.02292,82.64777,10.587917,1.4000001,21.08
2021-10-29,26.816666,84.38419,10.182337,6.2999997,19.8
2021-10-30,26.691666,85.13601,12.181624,9.700001,20.99
2021-10-31,25.102083,90.2746,11.27553,11.499999,11.33
2021-11-01,26.40833,86.223236,9.449572,10.800001,18.64
2021-11-02,26.449997,85.30822,11.709688,3.6,19.59
2021-11-03,26.987501,83.89524,12.015589,5.2,22.54
2021-11-04,26.5625,84.84784,9.504272,3.6999998,12.74
2021-11-05,27.106247,83.98172,8.707238,5.4,19.07
2021-11-06,26.066671,88.004,15.496736,27.9,17.39
2021-11-07,27.179167,81.319954,7.968939,0.0,14.35
2021-11-08,26.38125,86.36304,10.137692,23.3,16.29
2021-11-09,26.597916,84.273186,13.849477,5.3,9.43
2021-11-10,26.770834,79.2533,11.113451,0.7,10.07
2021-11-11,27.897919,76.41887,9.885262,3.6999996,18.14
2021-11-12,26.970833,82.439896,9.826088,2.7,18.75
2021-11-13,26.793749,85.54053,11.592895,10.200001,16.95
2021-11-14,25.410416,90.4441,11.966953,23.0,9.02
2021-11-15,27.402082,79.06663,15.281989,1.4000001,20.84
2021-11-16,26.897917,82.76324,9.449572,4.2,19.97
2021-11-17,26.339582,86.665436,13.684735,15.3,16.64
2021-11-18,25.43958,89.730255,11.043261,22.500002,8.99
2021-11-19,26.777082,81.62737,10.495713,0.6,18.59
2021-11-20,27.497915,79.51595,14.04,0.8,16.23
2021-11-21,27.087496,81.46411,15.379206,9.599999,17.08
2021-11-22,26.545835,81.19416,20.721119,10.000002,16.21
2021-11-23,27.016668,71.568245,17.10284,0.0,13.75
2021-11-24,27.483335,73.57787,10.296251,1.8,23.52
2021-11-25,26.741667,84.9377,6.8777895,17.6,18.32
2021-11-26,26.718748,81.933525,22.782625,2.8,20.42
2021-11-27,26.5375,77.270546,21.30093,2.8999994,14.63
2021-11-28,26.439583,83.8541,12.261157,8.400001,19.59
2021-11-29,26.58333,83.587685,11.457958,6.0,18.3
2021-11-30,27.910416,73.460686,15.629972,1.9000001,22.39
2021-12-01,28.360415,69.80676,19.386591,0.0,25.05
2021-12-02,27.683334,75.86581,12.605142,0.6,16.47
2021-12-03,25.487501,89.29255,11.726277,12.900001,5.5
2021-12-04,25.072916,90.59637,8.209263,12.200002,6.53
2021-12-05,25.775002,87.32977,16.039202,13.400001,15.86
2021-12-06,24.575005,92.41248,10.495713,23.699999,8.52
2021-12-07,26.435415,84.99578,13.237039,7.8,21.14
2021-12-08,26.41667,85.03783,14.05845,6.1,20.75
2021-12-09,26.497917,83.73178,11.631956,16.7,20.9
2021-12-10,26.104166,87.20997,10.464797,12.800001,18.47
2021-12-11,27.139587,82.51557,15.629971,9.6,21.97
2021-12-12,27.652082,77.98814,16.394829,7.2,21.93
2021-12-13,27.32292,81.41602,11.753877,2.2,20.69
2021-12-14,26.789583,86.25808,10.383987,10.000001,19.45
2021-12-15,26.28125,88.217995,12.979984,15.700002,18.43
2021-12-16,26.520836,87.56182,13.450708,13.1,17.68
2021-12-17,26.795837,86.75366,10.990322,17.900002,16.01
2021-12-18,27.191666,83.60522,11.440979,4.3999996,22.51
2021-12-19,25.868752,89.37974,9.504272,14.9,15.13
2021-12-20,25.545832,91.357605,7.42159,3.9999998,7.68
2021-12-21,26.291666,85.04809,10.829959,0.2,17.99
2021-12-22,26.331251,83.20348,11.885453,8.9,19.89
2021-12-23,26.14167,87.1459,12.768586,14.3,15.83
2021-12-24,25.789587,86.77859,14.417988,22.900002,13.2
2021-12-25,26.389585,84.087166,13.237038,12.200001,19.93
2021-12-26,26.368746,85.33163,14.33234,5.9999995,18.0
2021-12-27,25.820831,87.46695,12.096214,15.000001,17.87
2021-12-28,26.047918,85.63675,9.693296,7.7999997,18.41
2021-12-29,26.252083,87.751564,10.440001,6.5,15.09
2021-12-30,27.245832,81.74425,13.397612,1.2,19.79
2021-12-31,27.137497,78.57719,20.478907,0.3,21.29
2022-01-01,27.306252,78.253365,15.827721,1.2,19.12
2022-01-02,27.397919,76.41892,11.570515,0.2,24.11
2022-01-03,27.41667,74.40774,9.47012,0.1,24.09
2022-01-04,26.512497,82.38984,10.630672,15.9,22.73
2022-01-05,26.268747,86.59646,9.290511,11.4,16.43
2022-01-06,27.09375,79.789185,15.617529,7.9,19.56
2022-01-07,27.29167,80.04914,14.799459,3.3999999,22.13
2022-01-08,26.577085,85.06958,12.768586,4.6,17.77
2022-01-09,25.706247,88.35199,14.003029,16.1,17.73
2022-01-10,25.377085,88.12827,15.905319,17.099998,17.6
2022-01-11,25.331251,88.125404,14.05845,22.300001,17.24
2022-01-12,25.591667,86.583244,16.746773,13.599999,15.57
2022-01-13,25.187502,87.557434,13.779114,21.0,16.7
2022-01-14,25.741667,85.0998,15.349684,2.3,14.48
2022-01-15,25.860418,86.064766,15.137133,2.9999995,16.59
2022-01-16,25.922918,86.39804,12.682018,3.1,18.95
2022-01-17,25.195833,88.77453,14.512064,13.499999,14.59
2022-01-18,25.19792,86.80267,17.208603,9.7,20.78
2022-01-19,24.202085,91.08914,14.417988,6.9999995,7.42
2022-01-20,25.935417,84.874245,14.003028,14.0,21.63
2022-01-21,25.858332,85.46545,12.7279215,13.800002,17.24
2022-01-22,27.152084,80.41656,14.973577,0.90000004,18.43
2022-01-23,27.672918,77.5272,20.929596,2.0,23.1
2022-01-24,26.824999,82.32841,15.192682,5.999999,17.99
2022-01-25,25.82917,87.019135,14.88242,11.0,13.95
2022-01-26,26.887499,81.8526,15.580141,1.4,23.28
2022-01-27,26.69375,83.82293,11.113451,1.0,16.7
2022-01-28,26.870832,82.44579,10.636766,1.1,17.29
2022-01-29,27.039583,84.13078,10.464797,4.7999997,20.92
2022-01-30,26.760416,82.54949,14.77755,3.1999996,19.97
2022-01-31,26.599998,82.92694,12.031756,7.9,18.75
2022-02-01,26.460417,84.417786,13.527572,1.8000002,21.58
2022-02-02,25.958334,88.56848,8.049845,28.5,16.85
2022-02-03,26.387499,84.7908,12.413476,9.0,19.43
2022-02-04,24.97083,91.197,12.496718,11.800001,7.57
2022-02-05,25.816666,86.156425,13.246826,11.100001,14.63
2022-02-06,26.195831,84.1125,16.179985,4.7999997,20.19
2022-02-07,25.824999,86.88186,12.904882,6.5999994,13.97
2022-02-08,26.060423,86.545845,16.179985,14.7,18.35
2022-02-09,25.904167,85.12542,20.966715,3.5000002,13.75
2022-02-10,26.627085,78.70936,16.676977,1.1,21.72
2022-02-11,26.88958,81.36851,12.096214,1.3000001,16.93
2022-02-12,26.15625,85.66256,11.988594,6.5,13.29
2022-02-13,26.241667,82.4925,7.386582,0.70000005,14.23
2022-02-14,27.114584,75.52327,7.24486,0.6,17.45
2022-02-15,26.985415,78.64404,12.864649,17.900002,22.51
2022-02-16,25.175003,89.55008,11.119281,24.2,13.91
2022-02-17,25.18125,91.38953,14.277983,14.1,11.03
2022-02-18,25.777084,88.17999,12.074766,6.6,18.47
2022-02-19,26.312498,86.12611,9.693296,4.5,17.65
2022-02-20,26.879164,81.36246,10.233123,0.70000005,20.36
2022-02-21,27.366663,80.83214,12.429127,1.9,23.58
2022-02-22,26.618752,83.15572,12.783802,4.3999996,20.18
2022-02-23,26.931252,77.69446,15.84409,0.90000004,15.95
2022-02-24,25.272917,83.792786,13.339445,7.299999,10.05
2022-02-25,26.15417,79.26618,16.919998,8.7,19.11
2022-02-26,26.641668,78.81972,20.620806,5.0,21.47
2022-02-27,26.691671,79.648605,17.015474,2.3999999,17.69
2022-02-28,25.112501,89.16538,15.815435,17.0,7.39
2022-03-01,26.90417,78.81016,20.008356,2.1,22.42
2022-03-02,26.64167,80.70005,21.120682,8.0,21.05
2022-03-03,26.46667,83.42486,12.24,7.8,15.73
2022-03-04,26.660423,84.23964,17.782688,1.5,13.79
2022-03-05,26.327087,84.83373,16.87398,9.600001,16.48
2022-03-06,26.460417,83.89556,11.165805,9.300001,13.99
2022-03-07,26.44583,86.09234,9.449572,10.3,19.74
2022-03-08,26.241669,86.580345,11.27553,7.2999997,18.57
2022-03-09,26.337502,87.15814,9.565437,21.4,19.4
2022-03-10,26.241667,86.74798,12.7279215,11.200001,16.65
2022-03-11,26.487497,85.26978,16.923828,5.5,18.16
2022-03-12,27.06875,84.08932,9.531505,4.0999994,21.07
2022-03-13,26.579163,87.92611,9.007196,12.3,20.64
2022-03-14,25.747917,91.37207,7.2359104,20.3,10.36
2022-03-15,26.881248,86.475,9.931042,7.2999997,21.04
2022-03-16,26.975,85.62606,11.966954,7.8999996,20.58
2022-03-17,26.960417,85.57081,7.42159,5.5,19.42
2022-03-18,27.752083,77.34888,21.67487,0.70000005,23.62
2022-03-19,27.881254,73.580475,21.915693,0.8,23.87
2022-03-20,27.5875,75.6179,22.725668,0.3,20.12
2022-03-21,27.283333,78.000336,13.339445,4.9,16.42
2022-03-22,26.579168,83.41604,11.966953,13.2,18.01
2022-03-23,27.468752,78.7589,13.281023,2.2,22.2
2022-03-24,27.612501,80.43734,11.252519,1.2000002,22.09
2022-03-25,26.291666,86.812584,15.827721,19.7,13.51
2022-03-26,26.537498,84.62645,12.496719,20.599998,21.56
2022-03-27,26.658333,81.9077,12.496718,11.800001,21.15
2022-03-28,27.031252,80.78807,11.013882,2.3999999,21.55
2022-03-29,27.622917,78.86541,10.308831,10.2,22.38
2022-03-30,26.883333,81.56783,16.167967,9.700001,22.29
2022-03-31,26.272917,85.86967,10.739833,14.499999,16.9
2022-04-01,27.266665,80.97361,12.224107,7.0,19.49
2022-04-02,26.47917,82.38718,13.397612,13.8,15.22
2022-04-03,27.377083,77.67421,11.440978,0.7,21.91
2022-04-04,26.454168,84.95982,14.003029,16.400002,20.48
2022-04-05,27.081251,80.73181,12.144331,1.5,22.17
2022-04-06,27.156248,79.33734,8.12197,0.8,21.88
2022-04-07,26.647917,81.16773,12.849528,7.2000003,18.47
2022-04-08,26.48958,81.666794,8.759178,16.400002,20.18
2022-04-09,26.352083,85.36541,9.686609,4.399999,18.98
2022-04-10,26.66458,85.37104,8.766573,11.6,19.65
2022-04-11,26.477083,86.17631,10.805999,6.599999,19.83
2022-04-12,26.50625,85.01472,13.608762,3.6000001,21.52
2022-04-13,26.883333,80.62417,12.57426,4.1,21.18
2022-04-14,26.674997,84.18863,10.464798,5.6,19.5
2022-04-15,27.516665,79.02345,10.30883,1.9000001,22.04
2022-04-16,27.668753,80.789894,10.086427,4.6,20.66
2022-04-17,27.525,82.047356,9.255571,1.8000001,21.03
2022-04-18,27.139585,84.05628,11.726277,0.8,20.79
2022-04-19,26.699999,84.3782,14.20062,2.1999998,16.78
2022-04-20,25.337502,89.99932,6.162207,5.8999996,7.41
2022-04-21,26.102081,88.03527,12.413476,18.1,14.38
2022-04-22,26.991669,85.071846,12.371645,5.5999994,20.1
2022-04-23,27.62708,82.745705,8.4042845,0.0,21.9
2022-04-24,27.279165,83.886314,12.074766,5.2,21.29
2022-04-25,27.670835,83.054245,8.707238,2.9999998,16.52
2022-04-26,26.737497,85.19258,11.435313,13.5,16.83
2022-04-27,26.129168,88.01945,13.441071,6.1,8.64
2022-04-28,26.870834,84.891975,12.849528,3.1,17.24
2022-04-29,26.072914,89.24969,11.440979,24.0,14.98
2022-04-30,26.408333,87.31751,7.42159,2.3000002,14.3
2022-05-01,26.477083,88.081505,9.3669195,4.5,16.74
2022-05-02,26.793755,85.923744,10.365251,1.3000001,19.15
2022-05-03,26.550001,86.631355,11.659777,15.7,17.49
2022-05-04,27.077082,83.27819,11.298495,1.9000001,19.93
2022-05-05,27.181252,84.44545,10.799999,5.7999997,19.58
2022-05-06,27.233335,83.79511,10.390226,4.8,19.26
2022-05-07,27.852083,82.505905,5.904439,3.2,20.65
2022-05-08,27.839582,85.16416,13.441071,2.0,17.73
2022-05-09,27.662498,85.25094,12.313894,3.8999999,15.75
2022-05-10,27.043747,86.41193,11.183201,7.5999994,18.53
2022-05-11,27.570831,82.7588,14.512064,2.1999998,16.83
2022-05-12,28.670832,77.40815,11.525623,0.6,19.85
2022-05-13,28.164587,79.521,9.726664,0.90000004,18.55
2022-05-14,27.15625,86.09626,9.220499,7.3999996,15.1
2022-05-15,26.785416,85.91587,12.413476,8.299999,18.02
2022-05-16,26.797918,86.81115,11.457958,6.7,17.03
2022-05-17,26.814585,85.53855,12.682018,2.5,18.68
2022-05-18,25.925001,88.585205,11.090103,12.5,16.87
2022-05-19,25.71667,89.71563,10.30883,19.2,13.73
2022-05-20,25.793753,90.056175,9.0,5.2999997,11.38
2022-05-21,26.25625,87.759346,12.43434,2.4999998,11.86
2022-05-22,26.929167,84.114426,12.261158,1.3000001,18.5
2022-05-23,27.618752,80.94936,15.5843,0.9000001,17.83
2022-05-24,26.402084,86.717224,10.446206,11.700001,15.96
2022-05-25,25.329168,89.25271,12.849528,1.2,5.0
2022-05-26,26.760416,83.848755,10.97262,6.6999993,19.39
2022-05-27,26.345835,81.71017,9.290511,0.0,16.95
2022-05-28,26.775,77.55707,9.3669195,0.3,17.7
2022-05-29,26.616669,83.38495,9.255571,7.0999985,15.58
2022-05-30,26.643747,82.969246,9.028754,3.4,18.05
2022-05-31,26.883333,82.59101,10.799999,5.8,16.35
2022-06-01,26.491669,86.8006,6.6185193,14.099999,17.17
2022-06-02,27.13542,78.804695,10.587917,0.8,19.36
2022-06-03,26.660416,83.49912,11.966954,3.3999999,17.6
2022-06-04,26.443748,84.3171,8.049845,5.7999997,18.34
2022-06-05,25.3125,90.451324,7.8954163,5.5999994,7.91
2022-06-06,26.141665,85.12645,13.722565,5.7999997,13.19
2022-06-07,25.960419,88.68803,9.983106,8.1,15.15
2022-06-08,25.058336,92.01666,11.043261,17.7,11.15
2022-06-09,26.516668,83.860016,12.287555,0.7,19.62
2022-06-10,26.147919,87.42343,12.7279215,7.1999993,16.57
2022-06-11,26.049997,87.43814,10.086427,9.399999,17.13
2022-06-12,25.787498,87.111595,6.989936,3.2999997,17.11
2022-06-13,26.497917,84.292076,8.587338,5.0999994,16.81
2022-06-14,25.21667,91.13788,10.163227,9.400001,9.92
2022-06-15,25.362503,89.668396,9.1641035,6.5,12.96
2022-06-16,25.539587,89.99124,7.7043357,6.3999996,9.8
2022-06-17,25.495829,87.25863,8.287822,7.6,16.86
2022-06-18,26.108335,82.80846,8.4963045,9.500001,19.85
2022-06-19,25.714584,85.71363,8.4042845,7.9,17.96
2022-06-20,26.743746,81.3175,11.5199995,2.2,19.02
2022-06-21,26.397917,84.288414,12.768586,2.4999998,17.18
2022-06-22,26.733335,78.15435,17.026896,0.9,18.85
2022-06-23,25.429163,87.11016,14.618837,8.400001,13.23
2022-06-24,25.810415,87.117805,10.464797,13.4,14.91
2022-06-25,25.493746,88.77829,8.404285,7.9999995,15.55
2022-06-26,26.008337,87.78016,6.849467,6.9999995,16.66
2022-06-27,26.614584,81.13476,14.512064,2.3999999,17.22
2022-06-28,26.518751,79.43978,10.8955765,2.5,19.28
2022-06-29,26.304167,78.37288,12.287555,0.6,19.9
2022-06-30,26.277082,76.10789,11.159999,0.0,20.18
2022-07-01,26.760416,80.85766,11.090103,3.1,18.62
2022-07-02,26.425001,87.12971,8.669949,6.499999,14.72
2022-07-03,27.404167,82.0067,16.09969,0.6,17.93
2022-07-04,27.324997,81.91837,8.049845,3.8,18.55
2022-07-05,26.295835,86.07349,9.227524,4.9,16.36
2022-07-06,27.243746,81.26231,7.5170207,0.4,18.83
2022-07-07,26.764585,82.40804,11.570515,1.2000002,19.29
2022-07-08,26.222918,80.877205,10.587917,4.2000003,17.11
2022-07-09,26.80625,73.07759,10.805998,0.0,19.12
2022-07-10,27.506248,72.13441,11.212135,0.2,17.54
2022-07-11,26.762499,82.77484,13.75558,8.500001,17.08
2022-07-12,25.833334,87.838905,10.009036,15.9000025,12.45
2022-07-13,26.829168,82.88123,14.04,2.8,16.5
2022-07-14,26.379164,84.892105,11.885453,25.099998,17.72
2022-07-15,25.772917,84.94567,11.792404,16.800001,11.57
2022-07-16,26.620832,84.00255,14.145756,0.2,15.39
2022-07-17,27.01042,81.71469,9.422101,0.4,19.75
2022-07-18,27.604166,79.27807,9.585739,0.3,19.26
2022-07-19,27.189583,80.3997,13.392774,1.9000001,18.72
2022-07-20,27.018747,78.2629,9.028754,0.0,20.55
2022-07-21,26.627085,81.16505,17.208603,8.099999,17.65
2022-07-22,26.229166,85.67553,9.3876505,1.5,16.66
2022-07-23,25.881248,84.4742,10.8955765,12.400001,18.6
2022-07-24,26.0375,82.91918,10.195057,1.1,17.36
2022-07-25,27.333334,76.04664,16.09969,0.0,19.94
2022-07-26,27.252089,74.28954,10.163227,0.0,20.46
2022-07-27,27.560417,75.77691,13.698934,0.5,19.38
2022-07-28,27.247917,79.35716,12.218805,0.70000005,15.99
2022-07-29,27.033333,79.705055,10.308831,1.0,18.96
2022-07-30,27.643751,75.33765,13.18308,0.1,20.87
2022-07-31,27.856249,74.506546,14.182355,0.0,19.93
2022-08-01,27.370834,77.85604,10.446206,2.2,18.09
2022-08-02,25.985415,87.32193,12.245294,20.8,16.65
2022-08-03,25.46875,87.667656,10.948973,12.600002,18.05
2022-08-04,25.722916,85.99802,12.096214,1.1,16.84
2022-08-05,26.437502,80.43724,9.726664,2.1,20.01
2022-08-06,26.239584,79.66768,8.209263,1.9000001,20.09
2022-08-07,26.783333,77.88497,14.417988,0.0,21.63
2022-08-08,27.349998,73.5288,11.966954,0.7,20.22
2022-08-09,27.408335,75.62129,12.324414,4.6,20.51
2022-08-10,27.600004,78.89941,15.273505,2.5,20.48
2022-08-11,26.710417,83.742516,9.255571,5.9000006,17.4
2022-08-12,26.4,84.056694,11.27553,3.2,19.77
2022-08-13,26.614586,83.12453,14.007655,13.0,19.65
2022-08-14,25.999998,85.44677,13.896187,17.6,18.82
2022-08-15,25.683332,86.371216,7.928178,10.5,18.34
2022-08-16,26.254166,83.265724,12.031756,4.5,19.18
2022-08-17,27.399996,72.8381,13.363711,0.1,20.49
2022-08-18,27.714586,71.28094,14.799459,0.0,21.99
2022-08-19,27.372917,75.538445,12.620554,1.0,20.35
2022-08-20,26.481249,79.38029,13.830749,15.5,18.86
2022-08-21,26.154165,83.425186,10.883676,2.8,19.08
2022-08-22,26.743746,80.5458,13.441071,0.70000005,21.22
2022-08-23,26.874998,79.04981,15.349684,1.7,21.78
2022-08-24,27.22083,75.089195,13.441071,1.7,21.37
2022-08-25,27.324997,73.847496,12.245293,1.3000001,20.39
2022-08-26,26.539587,81.35577,10.105681,3.3000002,18.3
2022-08-27,25.597916,86.22766,9.779817,10.500002,18.69
2022-08-28,26.424997,79.78155,12.599999,0.8,21.59
2022-08-29,26.535418,80.48835,12.371645,0.2,21.1
2022-08-30,26.808334,79.99746,10.009036,1.1,17.03
2022-08-31,26.820833,83.49676,10.594036,11.299999,18.58
2022-09-01,26.55208,84.07723,10.931203,5.9999995,20.94
2022-09-02,26.681252,78.93967,14.345898,0.90000004,21.27
2022-09-03,27.629168,75.34813,10.365251,0.1,22.42
2022-09-04,26.889582,81.89767,12.245293,7.8999996,20.32
2022-09-05,25.941666,86.11848,12.4811535,10.499999,18.99
2022-09-06,25.833334,86.05512,11.440978,8.4,20.91
2022-09-07,24.010414,93.221504,10.703569,27.4,6.61
2022-09-08,25.03125,89.023315,9.114471,35.399994,16.63
2022-09-09,25.11875,88.92792,9.021574,9.7,16.41
2022-09-10,25.637499,86.04758,11.304229,14.200001,20.81
2022-09-11,25.683332,84.51263,12.245293,2.1,19.94
2022-09-12,26.439583,80.99416,9.9571085,1.4000001,20.01
2022-09-13,27.143747,77.75918,10.787993,0.90000004,21.12
2022-09-14,27.385416,74.37449,10.805998,0.6,21.66
2022-09-15,26.887499,77.52865,12.24,2.2,21.3
2022-09-16,27.304167,79.16358,13.493999,7.6,22.17
2022-09-17,27.295837,77.73546,10.805998,2.1,21.0
2022-09-18,26.837502,80.3293,13.779114,1.5,20.79
2022-09-19,26.93125,75.56005,11.901798,0.2,21.0
